seedId,institutionId,institutionName,parentSystem,campus,city,state,sourceUrl,sourceDomain,expectedAudience,expectedOpportunityType,expectedSpecialty,expectedCampus,expectedDirectLink,knownGoodReason,priorEvidenceRef,notes,runStatus,finalStatus
live_295,inst_live_university_of_utah_health,University of Utah Health,,,Salt Lake City,UT,https://healthcare.utah.edu/,healthcare.utah.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Orthopaedics, Oncology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_296,inst_live_brooklyn_usce_clinical_rotations,Brooklyn USCE — Clinical Rotations,,,Brooklyn,NY,https://brooklynusce.com/,brooklynusce.com,UNKNOWN_HOLD,OTHER_USCE,"Internal Medicine, Surgery, Family Medicine, Pediatrics",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4-8 weeks | visa: B1/B2, J1",PENDING,PENDING
live_297,inst_live_conemaugh_memorial_medical_center,Conemaugh Memorial Medical Center,,,Johnstown,PA,https://www.conemaugh.org/,www.conemaugh.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_298,inst_live_geisinger_medical_center,Geisinger Medical Center,,,Danville,PA,https://www.geisinger.org/,www.geisinger.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Surgery, Family Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_299,inst_live_reading_hospital_tower_health,Reading Hospital — Tower Health,,,Reading,PA,https://www.towerhealth.org/,www.towerhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Family Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_300,inst_live_mercy_hospital_st_louis,Mercy Hospital — St. Louis,,,St. Louis,MO,https://www.mercy.net/,www.mercy.net,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery, Cardiology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_301,inst_live_hennepin_healthcare_minneapolis,Hennepin Healthcare — Minneapolis,,,Minneapolis,MN,https://www.hennepinhealthcare.org/,www.hennepinhealthcare.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Trauma Surgery, Psych",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_302,inst_live_medical_university_of_south_carolina_musc_,Medical University of South Carolina (MUSC),,,Charleston,SC,https://web.musc.edu/,web.musc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Cardiology, Oncology, Neuroscien",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_303,inst_live_university_of_kansas_medical_center,University of Kansas Medical Center,,,Kansas City,KS,https://www.kumc.edu/,www.kumc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery, Oncology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_304,inst_live_university_of_arkansas_for_medical_sciences_uams_,University of Arkansas for Medical Sciences (UAMS),,,Little Rock,AR,https://www.uams.edu/,www.uams.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery, Geriatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_305,inst_live_university_of_mississippi_medical_center,University of Mississippi Medical Center,,,Jackson,MS,https://www.umc.edu/,www.umc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Pediatrics, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
